driver,session_date,event,series_code,class,elo,delta,laps,cumulative_laps,license
alessio rovera,2022-09-25 11:30:00,Spa,elms,LMP2,1644,37,39,565,Platinum
alexander peroni,2022-09-25 11:30:00,Spa,elms,LMP2,1543,-31,39,200,Gold
benjamin hanley,2022-09-25 11:30:00,Spa,elms,LMP2,1625,-3,40,1082,Gold
bent viscaal,2022-09-25 11:30:00,Spa,elms,LMP2,1650,23,69,483,Gold
charlie eastwood,2022-09-25 11:30:00,Spa,elms,LMP2,1658,36,29,370,Gold
david heinemeier hansson,2022-09-25 11:30:00,Spa,elms,LMP2,1483,7,28,275,Silver
duncan tappy,2022-09-25 11:30:00,Spa,elms,LMP2,1569,27,29,317,Silver
fabio scherer,2022-09-25 11:30:00,Spa,elms,LMP2,1596,13,41,1099,Gold
ferdinand habsburg,2022-09-25 11:30:00,Spa,elms,LMP2,1792,-25,30,1263,Gold
filip ugran,2022-09-25 11:30:00,Spa,elms,LMP2,1425,0,28,28,Silver
francesco dracone,2022-09-25 11:30:00,Spa,elms,LMP2,1207,-73,25,325,Silver
francois perrodo,2022-09-25 11:30:00,Spa,elms,LMP2,1245,28,27,423,Bronze
gabriel aubry,2022-09-25 11:30:00,Spa,elms,LMP2,1546,7,38,1259,Gold
ian rodriguez,2022-09-25 11:30:00,Spa,elms,LMP2,1356,-38,36,69,Silver
james allen,2022-09-25 11:30:00,Spa,elms,LMP2,1579,7,31,1030,Gold
job van uitert,2022-09-25 11:30:00,Spa,elms,LMP2,1721,7,28,910,Gold
john falb,2022-09-25 11:30:00,Spa,elms,LMP2,1311,9,27,650,Bronze
juan manuel correa,2022-09-25 11:30:00,Spa,elms,LMP2,1514,0,28,28,Silver
julien canal,2022-09-25 11:30:00,Spa,elms,LMP2,1617,-4,30,682,Silver
louis deletraz,2022-09-25 11:30:00,Spa,elms,LMP2,1768,12,39,1592,Gold
markus pommer,2022-09-25 11:30:00,Spa,elms,LMP2,1342,-18,39,548,Silver
mathias beche,2022-09-25 11:30:00,Spa,elms,LMP2,1703,-6,40,621,Gold
mathieu de barbuat,2022-09-25 11:30:00,Spa,elms,LMP2,1503,0,28,28,Silver
matthew bell,2022-09-25 11:30:00,Spa,elms,LMP2,1526,-7,34,483,Gold
matthias kaiser,2022-09-25 11:30:00,Spa,elms,LMP2,1519,105,30,187,Silver
memo rojas,2022-09-25 11:30:00,Spa,elms,LMP2,1466,35,29,324,Silver
nicklas nielsen,2022-09-25 11:30:00,Spa,elms,LMP2,1749,1,31,661,Platinum
nicolas jamin,2022-09-25 11:30:00,Spa,elms,LMP2,1720,-7,39,570,Gold
nicolas lapierre,2022-09-25 11:30:00,Spa,elms,LMP2,1699,-12,31,804,Platinum
niklas kruetten,2022-09-25 11:30:00,Spa,elms,LMP2,1659,-52,29,287,Silver
patrick pilet,2022-09-25 11:30:00,Spa,elms,LMP2,1692,-29,30,668,Platinum
paul lafargue,2022-09-25 11:30:00,Spa,elms,LMP2,1481,-5,1,634,Silver
paul loup chatin,2022-09-25 11:30:00,Spa,elms,LMP2,1659,-23,14,1446,Gold
philip hanson,2022-09-25 11:30:00,Spa,elms,LMP2,1696,26,30,1438,Gold
philippe cimadomo,2022-09-25 11:30:00,Spa,elms,LMP2,948,-23,26,159,Bronze
pietro fittipaldi,2022-09-25 11:30:00,Spa,elms,LMP2,1657,18,28,396,Platinum
richard bradley,2022-09-25 11:30:00,Spa,elms,LMP2,1476,-32,40,492,Gold
rob hodes,2022-09-25 11:30:00,Spa,elms,LMP2,980,17,19,201,Bronze
rodrigo sales,2022-09-25 11:30:00,Spa,elms,LMP2,1197,-54,22,269,Bronze
salih yoluc,2022-09-25 11:30:00,Spa,elms,LMP2,1404,22,29,564,Silver
sergio campana,2022-09-25 11:30:00,Spa,elms,LMP2,1378,-27,31,465,Gold
thomas laurent,2022-09-25 11:30:00,Spa,elms,LMP2,1462,-62,4,171,Gold
tijmen van der helm,2022-09-25 11:30:00,Spa,elms,LMP2,1589,16,30,619,Gold
tom gamble,2022-09-25 11:30:00,Spa,elms,LMP2,1703,9,38,536,Gold
ugo de wilde,2022-09-25 11:30:00,Spa,elms,LMP2,1528,-52,38,210,Gold
william stevens,2022-09-25 11:30:00,Spa,elms,LMP2,1769,17,39,995,Platinum
yifei ye,2022-09-25 11:30:00,Spa,elms,LMP2,1775,18,37,782,Gold
anders fjordbach,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1402,-44,142,1062,Silver
ben keating,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1303,-58,102,904,Bronze
christian rasmussen,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1749,0,89,89,Silver
dennis andersen,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1163,-21,110,988,Bronze
dwight merriman,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1064,-14,100,1049,Bronze
fabio scherer,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1578,-18,162,1261,Gold
henrik hedman,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1037,-6,102,783,Bronze
john farano,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1127,23,104,982,Bronze
joshua pierson,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1539,15,151,954,Silver
juan pablo montoya,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1636,19,155,916,Platinum
louis deletraz,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1768,-1,177,1769,Gold
rui pinto de andrade,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1498,-28,137,442,Silver
ryan dalziel,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1595,-2,59,1341,Gold
sebastian montoya,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1644,8,161,263,Silver
steven thomas,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1208,76,107,1351,Bronze
tristan nunez,2022-10-01 12:10:00,Road Atlanta,imsa,LMP2,1671,-8,160,800,Gold
alessio rovera,2022-10-16 13:00:00,Portimao,elms,LMP2,1622,-22,34,599,Platinum
alexander peroni,2022-10-16 13:00:00,Portimao,elms,LMP2,1494,-49,24,224,Gold
benjamin hanley,2022-10-16 13:00:00,Portimao,elms,LMP2,1628,2,48,1130,Gold
bent viscaal,2022-10-16 13:00:00,Portimao,elms,LMP2,1662,12,90,573,Gold
charlie eastwood,2022-10-16 13:00:00,Portimao,elms,LMP2,1570,-88,36,406,Gold
david heinemeier hansson,2022-10-16 13:00:00,Portimao,elms,LMP2,1444,-38,32,307,Silver
duncan tappy,2022-10-16 13:00:00,Portimao,elms,LMP2,1602,33,43,360,Silver
fabio scherer,2022-10-16 13:00:00,Portimao,elms,LMP2,1614,36,49,1310,Gold
ferdinand habsburg,2022-10-16 13:00:00,Portimao,elms,LMP2,1780,-12,49,1312,Gold
filip ugran,2022-10-16 13:00:00,Portimao,elms,LMP2,1522,97,35,63,Silver
francesco dracone,2022-10-16 13:00:00,Portimao,elms,LMP2,1184,-23,41,366,Silver
francois perrodo,2022-10-16 13:00:00,Portimao,elms,LMP2,1253,9,42,465,Bronze
gabriel aubry,2022-10-16 13:00:00,Portimao,elms,LMP2,1531,-15,20,1279,Gold
ian rodriguez,2022-10-16 13:00:00,Portimao,elms,LMP2,1292,-64,32,101,Silver
jack aitken,2022-10-16 13:00:00,Portimao,elms,LMP2,1647,-26,57,382,Platinum
job van uitert,2022-10-16 13:00:00,Portimao,elms,LMP2,1709,-12,35,945,Gold
john falb,2022-10-16 13:00:00,Portimao,elms,LMP2,1292,-19,31,681,Bronze
juan manuel correa,2022-10-16 13:00:00,Portimao,elms,LMP2,1716,202,43,71,Silver
julien canal,2022-10-16 13:00:00,Portimao,elms,LMP2,1611,-6,43,725,Silver
louis deletraz,2022-10-16 13:00:00,Portimao,elms,LMP2,1719,-49,34,1803,Gold
markus pommer,2022-10-16 13:00:00,Portimao,elms,LMP2,1370,28,46,594,Silver
mathias beche,2022-10-16 13:00:00,Portimao,elms,LMP2,1707,4,46,667,Gold
matthew bell,2022-10-16 13:00:00,Portimao,elms,LMP2,1529,4,33,516,Gold
matthias kaiser,2022-10-16 13:00:00,Portimao,elms,LMP2,1506,-13,16,203,Silver
memo rojas,2022-10-16 13:00:00,Portimao,elms,LMP2,1465,-1,43,367,Silver
nicklas nielsen,2022-10-16 13:00:00,Portimao,elms,LMP2,1755,5,48,709,Platinum
nicolas jamin,2022-10-16 13:00:00,Portimao,elms,LMP2,1717,-3,48,618,Gold
nicolas lapierre,2022-10-16 13:00:00,Portimao,elms,LMP2,1721,22,48,852,Platinum
niklas kruetten,2022-10-16 13:00:00,Portimao,elms,LMP2,1697,39,43,330,Silver
patrick pilet,2022-10-16 13:00:00,Portimao,elms,LMP2,1701,10,46,714,Platinum
paul lafargue,2022-10-16 13:00:00,Portimao,elms,LMP2,1440,-42,37,671,Silver
paul loup chatin,2022-10-16 13:00:00,Portimao,elms,LMP2,1685,26,41,1487,Gold
philip hanson,2022-10-16 13:00:00,Portimao,elms,LMP2,1684,-12,4,1442,Gold
philippe cimadomo,2022-10-16 13:00:00,Portimao,elms,LMP2,1019,71,32,191,Bronze
pietro fittipaldi,2022-10-16 13:00:00,Portimao,elms,LMP2,1726,69,44,440,Platinum
richard bradley,2022-10-16 13:00:00,Portimao,elms,LMP2,1483,7,34,526,Gold
rob hodes,2022-10-16 13:00:00,Portimao,elms,LMP2,962,-17,30,231,Bronze
rodrigo sales,2022-10-16 13:00:00,Portimao,elms,LMP2,1127,-70,41,310,Bronze
rui andrade,2022-10-16 13:00:00,Portimao,elms,LMP2,1551,-2,47,726,Silver
salih yoluc,2022-10-16 13:00:00,Portimao,elms,LMP2,1393,-11,32,596,Silver
sergio campana,2022-10-16 13:00:00,Portimao,elms,LMP2,1378,-1,32,497,Gold
tijmen van der helm,2022-10-16 13:00:00,Portimao,elms,LMP2,1639,51,43,662,Gold
tom gamble,2022-10-16 13:00:00,Portimao,elms,LMP2,1731,28,48,584,Gold
yifei ye,2022-10-16 13:00:00,Portimao,elms,LMP2,1755,-20,35,817,Gold
alessio rovera,2022-11-12 14:00:00,Bahrain,wec,LMP2,1593,-29,70,669,Platinum
alex brundle,2022-11-12 14:00:00,Bahrain,wec,LMP2,1539,-18,76,953,Gold
alexander lynn,2022-11-12 14:00:00,Bahrain,wec,LMP2,1837,9,76,547,Platinum
antonio felix da costa,2022-11-12 14:00:00,Bahrain,wec,LMP2,1844,-18,74,953,Platinum
charles milesi,2022-11-12 14:00:00,Bahrain,wec,LMP2,1714,-1,84,918,Platinum
edward jones,2022-11-12 14:00:00,Bahrain,wec,LMP2,1701,-11,64,420,Gold
esteban gutierrez,2022-11-12 14:00:00,Bahrain,wec,LMP2,1591,65,97,498,Platinum
ferdinand habsburg,2022-11-12 14:00:00,Bahrain,wec,LMP2,1775,-6,97,1409,Gold
filipe albuquerque,2022-11-12 14:00:00,Bahrain,wec,LMP2,1785,-18,87,987,Platinum
francois heriau,2022-11-12 14:00:00,Bahrain,wec,LMP2,1182,-27,56,657,Bronze
francois perrodo,2022-11-12 14:00:00,Bahrain,wec,LMP2,1269,15,53,518,Bronze
jakub smiechowski,2022-11-12 14:00:00,Bahrain,wec,LMP2,1370,16,58,670,Silver
james allen,2022-11-12 14:00:00,Bahrain,wec,LMP2,1639,60,101,1131,Gold
jean-baptiste lahaye,2022-11-12 14:00:00,Bahrain,wec,LMP2,1452,-4,95,782,Silver
jonathan aberdein,2022-11-12 14:00:00,Bahrain,wec,LMP2,1725,-53,110,674,Gold
joshua pierson,2022-11-12 14:00:00,Bahrain,wec,LMP2,1590,51,65,1019,Silver
lilou wadoux,2022-11-12 14:00:00,Bahrain,wec,LMP2,1517,-32,61,369,Silver
lorenzo colombo,2022-11-12 14:00:00,Bahrain,wec,LMP2,1701,-34,67,569,Silver
louis deletraz,2022-11-12 14:00:00,Bahrain,wec,LMP2,1722,4,90,1893,Gold
mathias beche,2022-11-12 14:00:00,Bahrain,wec,LMP2,1663,-44,82,749,Gold
matthieu lahaye,2022-11-12 14:00:00,Bahrain,wec,LMP2,1451,30,84,761,Silver
miroslav konopka,2022-11-12 14:00:00,Bahrain,wec,LMP2,922,11,61,638,Bronze
nicklas nielsen,2022-11-12 14:00:00,Bahrain,wec,LMP2,1740,-14,112,821,Platinum
norman nato,2022-11-12 14:00:00,Bahrain,wec,LMP2,1772,8,82,968,Gold
oliver jarvis,2022-11-12 14:00:00,Bahrain,wec,LMP2,1801,42,96,609,Platinum
oliver rasmussen,2022-11-12 14:00:00,Bahrain,wec,LMP2,1678,16,62,567,Gold
paul loup chatin,2022-11-12 14:00:00,Bahrain,wec,LMP2,1653,-32,90,1577,Gold
philip hanson,2022-11-12 14:00:00,Bahrain,wec,LMP2,1724,39,88,1530,Gold
rene binder,2022-11-12 14:00:00,Bahrain,wec,LMP2,1513,49,85,878,Gold
rene rast,2022-11-12 14:00:00,Bahrain,wec,LMP2,1840,120,86,543,Platinum
renger van der zande,2022-11-12 14:00:00,Bahrain,wec,LMP2,1661,15,88,514,Platinum
richard bradley,2022-11-12 14:00:00,Bahrain,wec,LMP2,1430,-52,82,608,Gold
robert kubica,2022-11-12 14:00:00,Bahrain,wec,LMP2,1696,-18,79,879,Platinum
roberto gonzalez,2022-11-12 14:00:00,Bahrain,wec,LMP2,1533,0,57,711,Silver
robin frijns,2022-11-12 14:00:00,Bahrain,wec,LMP2,1862,7,95,1044,Platinum
rui andrade,2022-11-12 14:00:00,Bahrain,wec,LMP2,1511,-40,57,783,Silver
ryan cullen,2022-11-12 14:00:00,Bahrain,wec,LMP2,1522,10,63,514,Silver
sean gelael,2022-11-12 14:00:00,Bahrain,wec,LMP2,1634,15,56,903,Silver
sebastien bourdais,2022-11-12 14:00:00,Bahrain,wec,LMP2,1700,10,84,427,Platinum
steven thomas,2022-11-12 14:00:00,Bahrain,wec,LMP2,1160,-47,49,1400,Bronze
william owen,2022-11-12 14:00:00,Bahrain,wec,LMP2,1547,-67,61,597,Silver
william stevens,2022-11-12 14:00:00,Bahrain,wec,LMP2,1791,22,105,1100,Platinum
alexander quinn,2023-01-28 13:40:00,Daytona,imsa,LMP2,1667,0,193,193,Silver
anders fjordbach,2023-01-28 13:40:00,Daytona,imsa,LMP2,1413,11,177,1239,Silver
austin cindric,2023-01-28 13:40:00,Daytona,imsa,LMP2,1401,0,178,178,Gold
ben keating,2023-01-28 13:40:00,Daytona,imsa,LMP2,1412,109,169,1073,Bronze
benjamin hanley,2023-01-28 13:40:00,Daytona,imsa,LMP2,1698,71,228,1358,Gold
christian rasmussen,2023-01-28 13:40:00,Daytona,imsa,LMP2,1694,-54,111,200,Silver
dennis andersen,2023-01-28 13:40:00,Daytona,imsa,LMP2,1119,-43,145,1133,Bronze
devlin defrancesco,2023-01-28 13:40:00,Daytona,imsa,LMP2,1543,-93,191,640,Silver
dwight merriman,2023-01-28 13:40:00,Daytona,imsa,LMP2,993,-71,144,1193,Bronze
ed jones,2023-01-28 13:40:00,Daytona,imsa,LMP2,1513,32,208,395,Gold
eric lux,2023-01-28 13:40:00,Daytona,imsa,LMP2,1147,-138,150,534,Bronze
esteban gutierrez,2023-01-28 13:40:00,Daytona,imsa,LMP2,1632,41,213,711,Platinum
francesco pizzi,2023-01-28 13:40:00,Daytona,imsa,LMP2,1698,0,170,170,Silver
francois heriau,2023-01-28 13:40:00,Daytona,imsa,LMP2,1272,90,149,806,Bronze
francois perrodo,2023-01-28 13:40:00,Daytona,imsa,LMP2,1287,19,147,665,Bronze
fred poordad,2023-01-28 13:40:00,Daytona,imsa,LMP2,1109,0,149,149,Bronze
george kurtz,2023-01-28 13:40:00,Daytona,imsa,LMP2,1300,0,150,150,Bronze
giammaria bruni,2023-01-28 13:40:00,Daytona,imsa,LMP2,1608,0,198,198,Platinum
giedo van der garde,2023-01-28 13:40:00,Daytona,imsa,LMP2,1728,-53,154,1139,Platinum
james allen,2023-01-28 13:40:00,Daytona,imsa,LMP2,1716,78,244,1375,Gold
job van uitert,2023-01-28 13:40:00,Daytona,imsa,LMP2,1692,-18,227,1172,Gold
john farano,2023-01-28 13:40:00,Daytona,imsa,LMP2,1121,-6,156,1138,Bronze
josef newgarden,2023-01-28 13:40:00,Daytona,imsa,LMP2,1573,0,254,254,Platinum
joshua pierson,2023-01-28 13:40:00,Daytona,imsa,LMP2,1591,1,231,1250,Silver
julien canal,2023-01-28 13:40:00,Daytona,imsa,LMP2,1527,-85,169,894,Silver
kyffin simpson,2023-01-28 13:40:00,Daytona,imsa,LMP2,1562,0,163,163,Silver
matt mcmurry,2023-01-28 13:40:00,Daytona,imsa,LMP2,1552,0,170,170,Silver
matthieu vaxiviere,2023-01-28 13:40:00,Daytona,imsa,LMP2,1627,-5,229,399,Gold
mikkel jensen,2023-01-28 13:40:00,Daytona,imsa,LMP2,1708,21,50,1221,Platinum
nicklas nielsen,2023-01-28 13:40:00,Daytona,imsa,LMP2,1712,-29,216,1037,Platinum
nicolas lapierre,2023-01-28 13:40:00,Daytona,imsa,LMP2,1694,-27,205,1057,Platinum
oliver jarvis,2023-01-28 13:40:00,Daytona,imsa,LMP2,1742,-58,105,714,Platinum
paul loup chatin,2023-01-28 13:40:00,Daytona,imsa,LMP2,1733,80,189,1766,Gold
pietro fittipaldi,2023-01-28 13:40:00,Daytona,imsa,LMP2,1617,-109,239,679,Gold
raffaele marciello,2023-01-28 13:40:00,Daytona,imsa,LMP2,1423,0,115,115,Platinum
rinus veekay,2023-01-28 13:40:00,Daytona,imsa,LMP2,1731,-40,71,317,Gold
ryan dalziel,2023-01-28 13:40:00,Daytona,imsa,LMP2,1633,38,150,1491,Gold
scott huffaker,2023-01-28 13:40:00,Daytona,imsa,LMP2,1645,5,53,977,Silver
scott mclaughlin,2023-01-28 13:40:00,Daytona,imsa,LMP2,1571,0,185,185,Gold
steven thomas,2023-01-28 13:40:00,Daytona,imsa,LMP2,1226,66,74,1474,Bronze
albert costa,2023-03-17 12:00:00,Sebring,wec,LMP2,1716,0,82,82,Platinum
andrea caldarelli,2023-03-17 12:00:00,Sebring,wec,LMP2,1607,0,74,74,Platinum
andré negrão,2023-03-17 12:00:00,Sebring,wec,LMP2,1488,0,40,40,Gold
bent viscaal,2023-03-17 12:00:00,Sebring,wec,LMP2,1675,13,76,649,Gold
charles milesi,2023-03-17 12:00:00,Sebring,wec,LMP2,1732,19,114,1032,Platinum
daniil kvyat,2023-03-17 12:00:00,Sebring,wec,LMP2,1637,0,89,89,Platinum
david beckmann,2023-03-17 12:00:00,Sebring,wec,LMP2,1682,0,61,61,Silver
david heinemeier hansson,2023-03-17 12:00:00,Sebring,wec,LMP2,1438,-6,61,368,Silver
doriane pin,2023-03-17 12:00:00,Sebring,wec,LMP2,1712,0,60,60,Silver
fabio scherer,2023-03-17 12:00:00,Sebring,wec,LMP2,1634,20,104,1414,Gold
ferdinand habsburg,2023-03-17 12:00:00,Sebring,wec,LMP2,1751,-23,82,1491,Gold
filip ugran,2023-03-17 12:00:00,Sebring,wec,LMP2,1589,67,79,142,Silver
filipe albuquerque,2023-03-17 12:00:00,Sebring,wec,LMP2,1784,0,81,1068,Platinum
frederick lubin,2023-03-17 12:00:00,Sebring,wec,LMP2,1655,0,58,58,Silver
gabriel aubry,2023-03-17 12:00:00,Sebring,wec,LMP2,1530,-1,73,1352,Gold
jakub smiechowski,2023-03-17 12:00:00,Sebring,wec,LMP2,1348,-21,44,714,Silver
joshua pierson,2023-03-17 12:00:00,Sebring,wec,LMP2,1613,22,62,1312,Silver
julien canal,2023-03-17 12:00:00,Sebring,wec,LMP2,1496,-31,49,943,Silver
louis deletraz,2023-03-17 12:00:00,Sebring,wec,LMP2,1707,-15,87,1980,Gold
matthias kaiser,2023-03-17 12:00:00,Sebring,wec,LMP2,1394,-113,84,287,Silver
matthieu vaxiviere,2023-03-17 12:00:00,Sebring,wec,LMP2,1553,-74,65,464,Gold
memo rojas,2023-03-17 12:00:00,Sebring,wec,LMP2,1401,-63,49,416,Silver
mirko bortolotti,2023-03-17 12:00:00,Sebring,wec,LMP2,1705,24,81,210,Platinum
oliver jarvis,2023-03-17 12:00:00,Sebring,wec,LMP2,1767,25,29,743,Platinum
oliver rasmussen,2023-03-17 12:00:00,Sebring,wec,LMP2,1727,48,105,672,Gold
olli caldwell,2023-03-17 12:00:00,Sebring,wec,LMP2,1337,0,50,50,Gold
philip hanson,2023-03-17 12:00:00,Sebring,wec,LMP2,1733,10,91,1621,Gold
pietro fittipaldi,2023-03-17 12:00:00,Sebring,wec,LMP2,1655,38,64,743,Platinum
robert kubica,2023-03-17 12:00:00,Sebring,wec,LMP2,1703,7,81,960,Platinum
robin frijns,2023-03-17 12:00:00,Sebring,wec,LMP2,1797,-65,68,1112,Platinum
rui andrade,2023-03-17 12:00:00,Sebring,wec,LMP2,1497,-13,62,845,Silver
ryan cullen,2023-03-17 12:00:00,Sebring,wec,LMP2,1474,-48,60,574,Silver
sean gelael,2023-03-17 12:00:00,Sebring,wec,LMP2,1618,-16,80,983,Silver
william stevens,2023-03-17 12:00:00,Sebring,wec,LMP2,1756,-35,128,1228,Platinum
yifei ye,2023-03-17 12:00:00,Sebring,wec,LMP2,1758,3,41,858,Gold
alexander quinn,2023-03-18 10:10:00,Sebring,imsa,LMP2,1634,-34,117,310,Silver
anders fjordbach,2023-03-18 10:10:00,Sebring,imsa,LMP2,1387,-26,89,1328,Silver
ben keating,2023-03-18 10:10:00,Sebring,imsa,LMP2,1407,-5,82,1155,Bronze
benjamin hanley,2023-03-18 10:10:00,Sebring,imsa,LMP2,1722,24,97,1455,Gold
christian rasmussen,2023-03-18 10:10:00,Sebring,imsa,LMP2,1690,-4,137,337,Silver
dennis andersen,2023-03-18 10:10:00,Sebring,imsa,LMP2,1142,23,80,1213,Bronze
devlin defrancesco,2023-03-18 10:10:00,Sebring,imsa,LMP2,1511,-32,87,727,Silver
dwight merriman,2023-03-18 10:10:00,Sebring,imsa,LMP2,972,-21,84,1277,Bronze
ed jones,2023-03-18 10:10:00,Sebring,imsa,LMP2,1561,48,148,543,Gold
eric lux,2023-03-18 10:10:00,Sebring,imsa,LMP2,1181,34,81,615,Bronze
francois heriau,2023-03-18 10:10:00,Sebring,imsa,LMP2,1252,-20,61,867,Bronze
george kurtz,2023-03-18 10:10:00,Sebring,imsa,LMP2,1196,-104,80,230,Bronze
giedo van der garde,2023-03-18 10:10:00,Sebring,imsa,LMP2,1711,-17,22,1161,Platinum
john farano,2023-03-18 10:10:00,Sebring,imsa,LMP2,1138,17,80,1218,Bronze
joshua pierson,2023-03-18 10:10:00,Sebring,imsa,LMP2,1606,-8,49,1361,Silver
kyffin simpson,2023-03-18 10:10:00,Sebring,imsa,LMP2,1621,60,123,286,Silver
mikkel jensen,2023-03-18 10:10:00,Sebring,imsa,LMP2,1775,67,145,1366,Platinum
nolan siegel,2023-03-18 10:10:00,Sebring,imsa,LMP2,1629,0,141,141,Silver
paul loup chatin,2023-03-18 10:10:00,Sebring,imsa,LMP2,1689,-45,119,1885,Gold
pietro fittipaldi,2023-03-18 10:10:00,Sebring,imsa,LMP2,1600,-55,121,864,Gold
ryan dalziel,2023-03-18 10:10:00,Sebring,imsa,LMP2,1618,-15,97,1588,Gold
scott huffaker,2023-03-18 10:10:00,Sebring,imsa,LMP2,1660,15,88,1065,Silver
scott mclaughlin,2023-03-18 10:10:00,Sebring,imsa,LMP2,1663,92,115,300,Gold
steven thomas,2023-03-18 10:10:00,Sebring,imsa,LMP2,1245,19,85,1559,Bronze
albert costa,2023-04-16 12:00:00,Portimao,wec,LMP2,1726,10,50,132,Platinum
andré negrão,2023-04-16 12:00:00,Portimao,wec,LMP2,1554,66,93,133,Gold
antonio felix da costa,2023-04-16 12:00:00,Portimao,wec,LMP2,1740,-103,115,1068,Platinum
benjamin hanley,2023-04-16 12:00:00,Portimao,wec,LMP2,1795,73,73,1528,Gold
bent viscaal,2023-04-16 12:00:00,Portimao,wec,LMP2,1690,14,74,723,Gold
charles milesi,2023-04-16 12:00:00,Portimao,wec,LMP2,1719,-13,121,1153,Platinum
daniil kvyat,2023-04-16 12:00:00,Portimao,wec,LMP2,1737,100,119,208,Platinum
david beckmann,2023-04-16 12:00:00,Portimao,wec,LMP2,1626,-57,50,111,Silver
david heinemeier hansson,2023-04-16 12:00:00,Portimao,wec,LMP2,1350,-88,43,411,Silver
doriane pin,2023-04-16 12:00:00,Portimao,wec,LMP2,1751,39,46,106,Silver
fabio scherer,2023-04-16 12:00:00,Portimao,wec,LMP2,1651,17,121,1535,Gold
ferdinand habsburg,2023-04-16 12:00:00,Portimao,wec,LMP2,1760,8,50,1541,Gold
filip ugran,2023-04-16 12:00:00,Portimao,wec,LMP2,1573,-16,48,190,Silver
frederick lubin,2023-04-16 12:00:00,Portimao,wec,LMP2,1549,-106,50,108,Silver
gabriel aubry,2023-04-16 12:00:00,Portimao,wec,LMP2,1548,18,97,1449,Gold
giedo van der garde,2023-04-16 12:00:00,Portimao,wec,LMP2,1784,74,72,1233,Platinum
jakub smiechowski,2023-04-16 12:00:00,Portimao,wec,LMP2,1350,2,43,757,Silver
joshua pierson,2023-04-16 12:00:00,Portimao,wec,LMP2,1598,-8,50,1411,Silver
juan manuel correa,2023-04-16 12:00:00,Portimao,wec,LMP2,1634,-81,93,164,Silver
julien canal,2023-04-16 12:00:00,Portimao,wec,LMP2,1486,-10,46,989,Silver
louis deletraz,2023-04-16 12:00:00,Portimao,wec,LMP2,1788,81,119,2099,Gold
matthias kaiser,2023-04-16 12:00:00,Portimao,wec,LMP2,1426,32,48,335,Silver
matthieu vaxiviere,2023-04-16 12:00:00,Portimao,wec,LMP2,1496,-56,48,512,Gold
memo rojas,2023-04-16 12:00:00,Portimao,wec,LMP2,1352,-50,46,462,Silver
mirko bortolotti,2023-04-16 12:00:00,Portimao,wec,LMP2,1696,-8,50,260,Platinum
oliver jarvis,2023-04-16 12:00:00,Portimao,wec,LMP2,1797,30,93,836,Platinum
oliver rasmussen,2023-04-16 12:00:00,Portimao,wec,LMP2,1664,-62,50,722,Gold
olli caldwell,2023-04-16 12:00:00,Portimao,wec,LMP2,1427,90,74,124,Gold
philip hanson,2023-04-16 12:00:00,Portimao,wec,LMP2,1743,10,92,1713,Gold
pietro fittipaldi,2023-04-16 12:00:00,Portimao,wec,LMP2,1635,35,122,986,Platinum
robert kubica,2023-04-16 12:00:00,Portimao,wec,LMP2,1707,4,50,1010,Platinum
robin frijns,2023-04-16 12:00:00,Portimao,wec,LMP2,1751,-47,118,1230,Platinum
rui andrade,2023-04-16 12:00:00,Portimao,wec,LMP2,1469,-29,46,891,Silver
ryan cullen,2023-04-16 12:00:00,Portimao,wec,LMP2,1474,0,47,621,Silver
sean gelael,2023-04-16 12:00:00,Portimao,wec,LMP2,1630,12,47,1030,Silver
yifei ye,2023-04-16 12:00:00,Portimao,wec,LMP2,1747,-11,50,908,Gold
alexander lynn,2023-04-23 11:30:00,Barcelona,elms,LMP2,1809,-28,48,595,Platinum
alexandre coigny,2023-04-23 11:30:00,Barcelona,elms,LMP2,1104,121,36,278,Bronze
andrew meyrick,2023-04-23 11:30:00,Barcelona,elms,LMP2,1389,0,53,53,Gold
ben barnicoat,2023-04-23 11:30:00,Barcelona,elms,LMP2,1825,0,48,48,Platinum
benjamin hanley,2023-04-23 11:30:00,Barcelona,elms,LMP2,1767,-29,50,1578,Gold
charlie eastwood,2023-04-23 11:30:00,Barcelona,elms,LMP2,1674,104,50,456,Gold
daniel schneider,2023-04-23 11:30:00,Barcelona,elms,LMP2,1124,0,36,36,Bronze
dennis andersen,2023-04-23 11:30:00,Barcelona,elms,LMP2,1113,-30,34,1247,Bronze
