series_code,year,event,event_date,car,class,team,chassis,manufacturer,driver_a,license_a,laps_a,best_lap_a,avg_lap_a,q1_pct_a,driver_b,license_b,laps_b,best_lap_b,avg_lap_b,q1_pct_b
elms,2021,Spielberg,2021-05-16 11:00:00,3,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,andrew bentley,Bronze,41,88.029,94.863,NULL,duncan tappy,Silver,64,88.881,111.223,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,3,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,andrew bentley,Bronze,41,88.029,94.863,NULL,james mcguire,Bronze,36,91.077,96.2,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,3,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,duncan tappy,Silver,64,88.881,111.223,NULL,james mcguire,Bronze,36,91.077,96.2,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,memo rojas,Silver,33,83.675,92.519,NULL,rene binder,Gold,65,83.818,87.435,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,memo rojas,Silver,33,83.675,92.519,NULL,tristan gommendy,Platinum,50,86.650,115.164,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,rene binder,Gold,65,83.818,87.435,NULL,tristan gommendy,Platinum,50,86.650,115.164,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,32,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,job van uitert,Gold,44,85.613,131.753,NULL,manuel maldonado,Silver,66,84.034,87.928,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,32,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,job van uitert,Gold,44,85.613,131.753,NULL,nicolas jamin,Gold,32,82.458,91.705,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,32,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,manuel maldonado,Silver,66,84.034,87.928,NULL,nicolas jamin,Gold,32,82.458,91.705,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,34,LMP2,Racing Team Turkey,Oreca 07 - Gibson,ORECA,charlie eastwood,Gold,53,83.167,99.169,NULL,logan sargeant,Platinum,44,85.994,103.386,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,34,LMP2,Racing Team Turkey,Oreca 07 - Gibson,ORECA,charlie eastwood,Gold,53,83.167,99.169,NULL,salih yoluc,Silver,51,83.384,91.159,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,34,LMP2,Racing Team Turkey,Oreca 07 - Gibson,ORECA,logan sargeant,Platinum,44,85.994,103.386,NULL,salih yoluc,Silver,51,83.384,91.159,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,35,LMP2,BHK Motorsport,Oreca 07 - Gibson,ORECA,francesco dracone,Silver,32,85.313,94.071,NULL,markus pommer,Silver,64,84.093,88.492,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,35,LMP2,BHK Motorsport,Oreca 07 - Gibson,ORECA,francesco dracone,Silver,32,85.313,94.071,NULL,sergio campana,Gold,49,87.560,119.734,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,35,LMP2,BHK Motorsport,Oreca 07 - Gibson,ORECA,markus pommer,Silver,64,84.093,88.492,NULL,sergio campana,Gold,49,87.560,119.734,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,alexandre coigny,Bronze,51,85.030,95.2,NULL,antonin borga,Gold,55,83.474,92.497,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,alexandre coigny,Bronze,51,85.030,95.2,NULL,nicolas lapierre,Platinum,41,83.098,112.296,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,antonin borga,Gold,55,83.474,92.497,NULL,nicolas lapierre,Platinum,41,83.098,112.296,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,39,LMP2,Graff,Oreca 07 - Gibson,ORECA,arnold robin,Bronze,37,85.047,108.814,NULL,maxime robin,Silver,66,83.934,90.476,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,39,LMP2,Graff,Oreca 07 - Gibson,ORECA,arnold robin,Bronze,37,85.047,108.814,NULL,vincent capillaire,Silver,42,88.012,107.09,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,39,LMP2,Graff,Oreca 07 - Gibson,ORECA,maxime robin,Silver,66,83.934,90.476,NULL,vincent capillaire,Silver,42,88.012,107.09,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,4,LMP3,DKR Engineering,Duqueine M30 - D08 - Nissan,Duqueine,jean-philippe dayraut,Bronze,83,87.988,94.507,NULL,laurents horr,Gold,33,93.759,99.904,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,4,LMP3,DKR Engineering,Duqueine M30 - D08 - Nissan,Duqueine,jean-philippe dayraut,Bronze,83,87.988,94.507,NULL,leonard weiss,Silver,25,89.485,132.652,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,4,LMP3,DKR Engineering,Duqueine M30 - D08 - Nissan,Duqueine,laurents horr,Gold,33,93.759,99.904,NULL,leonard weiss,Silver,25,89.485,132.652,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,41,LMP2,Team WRT,Oreca 07 - Gibson,ORECA,louis deletraz,Gold,29,85.586,92.26,NULL,robert kubica,Platinum,54,83.321,109.102,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,41,LMP2,Team WRT,Oreca 07 - Gibson,ORECA,louis deletraz,Gold,29,85.586,92.26,NULL,yifei ye,Gold,66,82.883,89.132,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,41,LMP2,Team WRT,Oreca 07 - Gibson,ORECA,robert kubica,Platinum,54,83.321,109.102,NULL,yifei ye,Gold,66,82.883,89.132,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,5,LMP3,MV2S Racing,Ligier JS P320 - Nissan,Ligier,adrien chila,Bronze,42,88.416,95.165,NULL,christophe cresp,Bronze,36,89.806,94.152,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,5,LMP3,MV2S Racing,Ligier JS P320 - Nissan,Ligier,adrien chila,Bronze,42,88.416,95.165,NULL,fabien lavergne,Silver,64,88.931,111.225,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,5,LMP3,MV2S Racing,Ligier JS P320 - Nissan,Ligier,christophe cresp,Bronze,36,89.806,94.152,NULL,fabien lavergne,Silver,64,88.931,111.225,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,6,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,austin mccusker,Silver,25,88.769,129.619,NULL,max koebolt,Silver,38,94.290,101.57,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,6,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,austin mccusker,Silver,25,88.769,129.619,NULL,nicholas adcock,Bronze,78,89.303,94.542,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,6,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,max koebolt,Silver,38,94.290,101.57,NULL,nicholas adcock,Bronze,78,89.303,94.542,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,james allen,Gold,41,83.617,106.914,NULL,julien canal,Silver,59,83.865,90.288,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,james allen,Gold,41,83.617,106.914,NULL,william stevens,Platinum,45,87.903,106.619,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,julien canal,Silver,59,83.865,90.288,NULL,william stevens,Platinum,45,87.903,106.619,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,7,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,anthony wells,Bronze,61,89.474,108.233,NULL,colin noble,Gold,80,86.826,98.914,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,8,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,david droux,Gold,70,88.626,108.164,NULL,eric trouillet,Bronze,34,88.961,99.332,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,8,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,david droux,Gold,70,88.626,108.164,NULL,"sébastien page",Bronze,39,89.107,92.293,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,8,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,eric trouillet,Bronze,34,88.961,99.332,NULL,"sébastien page",Bronze,39,89.107,92.293,NULL
elms,2021,Spielberg,2021-05-16 11:00:00,9,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,matthias kaiser,Silver,49,93.704,116.468,NULL,rory penttinen,Bronze,71,88.019,123.514,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,11,LMP3,Eurointernational,Ligier JS P320 - Nissan,Ligier,andrea dromedari,Bronze,35,114.933,127.992,NULL,jacopo baratto,Bronze,54,112.914,117.54,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,11,LMP3,Eurointernational,Ligier JS P320 - Nissan,Ligier,andrea dromedari,Bronze,35,114.933,127.992,NULL,joey alders,Gold,28,111.875,128.564,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,11,LMP3,Eurointernational,Ligier JS P320 - Nissan,Ligier,jacopo baratto,Bronze,54,112.914,117.54,NULL,joey alders,Gold,28,111.875,128.564,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,david hauser,Silver,33,112.612,116.859,NULL,gary hauser,Silver,29,112.681,125.729,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,david hauser,Silver,33,112.612,116.859,NULL,tom cloet,Bronze,56,113.975,124.817,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,gary hauser,Silver,29,112.681,125.729,NULL,tom cloet,Bronze,56,113.975,124.817,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,14,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,julius adomavicius,Silver,33,112.422,117.704,NULL,mateusz kaprzyk,Silver,29,112.789,128.637,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,14,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,julius adomavicius,Silver,33,112.422,117.704,NULL,mattia pasini,Bronze,56,112.088,122.219,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,14,LMP3,Inter Europol Competition,Ligier JS P320 - Nissan,Ligier,mateusz kaprzyk,Silver,29,112.789,128.637,NULL,mattia pasini,Bronze,56,112.088,122.219,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,15,LMP3,RLR MSport,Ligier JS P320 - Nissan,Ligier,alex kapadia,Silver,34,112.111,115.657,NULL,malthe jakobsen,Gold,30,111.774,124.477,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,15,LMP3,RLR MSport,Ligier JS P320 - Nissan,Ligier,alex kapadia,Silver,34,112.111,115.657,NULL,michael benham,Bronze,54,113.370,125.201,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,15,LMP3,RLR MSport,Ligier JS P320 - Nissan,Ligier,malthe jakobsen,Gold,30,111.774,124.477,NULL,michael benham,Bronze,54,113.370,125.201,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,17,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,dwight merriman,Bronze,22,108.277,120.009,NULL,gabriel aubry,Gold,50,105.229,115.852,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,17,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,dwight merriman,Bronze,22,108.277,120.009,NULL,kyle tilley,Silver,50,107.251,120.726,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,17,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,gabriel aubry,Gold,50,105.229,115.852,NULL,kyle tilley,Silver,50,107.251,120.726,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,19,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,matthew bell,Gold,30,112.396,127.065,NULL,nicolas maulini,Silver,56,112.651,122.533,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,19,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,matthew bell,Gold,30,112.396,127.065,NULL,niklas kruetten,Silver,33,112.549,115.994,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,19,LMP3,COOL Racing,Ligier JS P320 - Nissan,Ligier,nicolas maulini,Silver,56,112.651,122.533,NULL,niklas kruetten,Silver,33,112.549,115.994,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,2,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,edouard cauhaupe,Silver,27,112.064,115.378,NULL,robert wheldon,Bronze,65,112.199,123.343,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,2,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,edouard cauhaupe,Silver,27,112.064,115.378,NULL,wayne boyd,Gold,27,112.174,125.814,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,2,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,robert wheldon,Bronze,65,112.199,123.343,NULL,wayne boyd,Gold,27,112.174,125.814,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,20,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,charles crews,Bronze,4,112.902,137.485,NULL,garett grist,Gold,64,111.317,121.685,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,20,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,charles crews,Bronze,4,112.902,137.485,NULL,rob hodes,Bronze,26,114.077,122.152,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,20,LMP3,Team Virage,Ligier JS P320 - Nissan,Ligier,garett grist,Gold,64,111.317,121.685,NULL,rob hodes,Bronze,26,114.077,122.152,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,jonathan aberdein,Gold,34,105.133,119.254,NULL,philip hanson,Gold,23,104.967,112.853,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,jonathan aberdein,Gold,34,105.133,119.254,NULL,tom gamble,Gold,69,104.946,112.658,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,22,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,philip hanson,Gold,23,104.967,112.853,NULL,tom gamble,Gold,69,104.946,112.658,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,24,LMP2,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,diego menchaca,Silver,52,105.367,110.505,NULL,ferdinand habsburg,Gold,23,105.480,121.155,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,24,LMP2,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,diego menchaca,Silver,52,105.367,110.505,NULL,richard bradley,Gold,51,105.522,117.045,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,24,LMP2,Algarve Pro Racing,Oreca 07 - Gibson,ORECA,ferdinand habsburg,Gold,23,105.480,121.155,NULL,richard bradley,Gold,51,105.522,117.045,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,25,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,john falb,Bronze,27,106.986,122.338,NULL,roberto merhi,Platinum,46,104.965,117.214,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,25,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,john falb,Bronze,27,106.986,122.338,NULL,rui andrade,Silver,52,105.545,111.046,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,25,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,roberto merhi,Platinum,46,104.965,117.214,NULL,rui andrade,Silver,52,105.545,111.046,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,26,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,franco colapinto,Silver,55,104.640,116.725,NULL,nick de vries,Platinum,48,104.886,114.771,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,26,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,franco colapinto,Silver,55,104.640,116.725,NULL,roman rusinov,Gold,23,105.250,108.192,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,26,LMP2,G-Drive Racing,Aurus 01 - Gibson,Aurus,nick de vries,Platinum,48,104.886,114.771,NULL,roman rusinov,Gold,23,105.250,108.192,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,28,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,jean-eric vergne,Platinum,28,105.185,119.402,NULL,paul lafargue,Silver,51,105.624,118.708,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,28,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,jean-eric vergne,Platinum,28,105.185,119.402,NULL,paul loup chatin,Gold,46,104.945,109.484,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,28,LMP2,IDEC Sport,Oreca 07 - Gibson,ORECA,paul lafargue,Silver,51,105.624,118.708,NULL,paul loup chatin,Gold,46,104.945,109.484,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,29,LMP2,Ultimate,Oreca 07 - Gibson,ORECA,francois heriau,Bronze,23,106.401,115.82,NULL,jean-baptiste lahaye,Silver,55,105.769,115.121,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,29,LMP2,Ultimate,Oreca 07 - Gibson,ORECA,francois heriau,Bronze,23,106.401,115.82,NULL,matthieu lahaye,Silver,46,105.810,119.274,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,29,LMP2,Ultimate,Oreca 07 - Gibson,ORECA,jean-baptiste lahaye,Silver,55,105.769,115.121,NULL,matthieu lahaye,Silver,46,105.810,119.274,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,3,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,andrew bentley,Bronze,35,113.257,129.985,NULL,duncan tappy,Silver,51,112.217,128.905,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,3,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,andrew bentley,Bronze,35,113.257,129.985,NULL,james mcguire,Bronze,27,116.360,122.676,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,3,LMP3,United Autosports,Ligier JS P320 - Nissan,Ligier,duncan tappy,Silver,51,112.217,128.905,NULL,james mcguire,Bronze,27,116.360,122.676,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,memo rojas,Silver,23,105.170,111.417,NULL,rene binder,Gold,55,105.539,115.339,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,memo rojas,Silver,23,105.170,111.417,NULL,tristan gommendy,Platinum,48,105.158,115.713,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,30,LMP2,Duqueine Team,Oreca 07 - Gibson,ORECA,rene binder,Gold,55,105.539,115.339,NULL,tristan gommendy,Platinum,48,105.158,115.713,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,32,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,job van uitert,Gold,48,104.962,114.689,NULL,manuel maldonado,Silver,51,105.444,117.884,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,32,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,job van uitert,Gold,48,104.962,114.689,NULL,nicolas jamin,Gold,27,104.953,108.312,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,32,LMP2,United Autosports,Oreca 07 - Gibson,ORECA,manuel maldonado,Silver,51,105.444,117.884,NULL,nicolas jamin,Gold,27,104.953,108.312,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,34,LMP2,Racing Team Turkey,Oreca 07 - Gibson,ORECA,charlie eastwood,Gold,52,104.481,109.196,NULL,harry tincknell,Platinum,23,104.475,118.968,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,34,LMP2,Racing Team Turkey,Oreca 07 - Gibson,ORECA,charlie eastwood,Gold,52,104.481,109.196,NULL,salih yoluc,Silver,51,106.325,118.777,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,34,LMP2,Racing Team Turkey,Oreca 07 - Gibson,ORECA,harry tincknell,Platinum,23,104.475,118.968,NULL,salih yoluc,Silver,51,106.325,118.777,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,35,LMP2,BHK Motorsport,Oreca 07 - Gibson,ORECA,francesco dracone,Silver,23,106.353,114.242,NULL,markus pommer,Silver,49,105.830,117.671,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,35,LMP2,BHK Motorsport,Oreca 07 - Gibson,ORECA,francesco dracone,Silver,23,106.353,114.242,NULL,sergio campana,Gold,53,104.970,114.642,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,35,LMP2,BHK Motorsport,Oreca 07 - Gibson,ORECA,markus pommer,Silver,49,105.830,117.671,NULL,sergio campana,Gold,53,104.970,114.642,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,alexandre coigny,Bronze,51,108.423,125.005,NULL,antonin borga,Gold,23,105.649,110.548,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,alexandre coigny,Bronze,51,108.423,125.005,NULL,nicolas lapierre,Platinum,51,104.568,109.411,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,37,LMP2,COOL Racing,Oreca 07 - Gibson,ORECA,antonin borga,Gold,23,105.649,110.548,NULL,nicolas lapierre,Platinum,51,104.568,109.411,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,39,LMP2,Graff,Oreca 07 - Gibson,ORECA,arnold robin,Bronze,23,108.276,127.887,NULL,maxime robin,Silver,51,107.224,111.758,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,39,LMP2,Graff,Oreca 07 - Gibson,ORECA,arnold robin,Bronze,23,108.276,127.887,NULL,vincent capillaire,Silver,50,105.151,117.376,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,39,LMP2,Graff,Oreca 07 - Gibson,ORECA,maxime robin,Silver,51,107.224,111.758,NULL,vincent capillaire,Silver,50,105.151,117.376,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,4,LMP3,DKR Engineering,Duqueine M30 - D08 - Nissan,Duqueine,jean-philippe dayraut,Bronze,55,112.436,118.109,NULL,laurents horr,Gold,64,110.973,124.716,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,41,LMP2,Team WRT,Oreca 07 - Gibson,ORECA,louis deletraz,Gold,49,105.215,114.807,NULL,robert kubica,Platinum,26,104.813,109.341,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,41,LMP2,Team WRT,Oreca 07 - Gibson,ORECA,louis deletraz,Gold,49,105.215,114.807,NULL,yifei ye,Gold,51,104.340,117.645,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,41,LMP2,Team WRT,Oreca 07 - Gibson,ORECA,robert kubica,Platinum,26,104.813,109.341,NULL,yifei ye,Gold,51,104.340,117.645,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,5,LMP3,MV2S Racing,Ligier JS P320 - Nissan,Ligier,adrien chila,Bronze,34,113.376,129.502,NULL,christophe cresp,Bronze,27,114.526,120.255,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,5,LMP3,MV2S Racing,Ligier JS P320 - Nissan,Ligier,adrien chila,Bronze,34,113.376,129.502,NULL,fabien lavergne,Silver,56,112.421,121.632,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,5,LMP3,MV2S Racing,Ligier JS P320 - Nissan,Ligier,christophe cresp,Bronze,27,114.526,120.255,NULL,fabien lavergne,Silver,56,112.421,121.632,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,6,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,austin mccusker,Silver,33,112.970,117.154,NULL,max koebolt,Silver,27,112.553,132.464,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,6,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,austin mccusker,Silver,33,112.970,117.154,NULL,nicholas adcock,Bronze,57,114.256,123.235,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,6,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,max koebolt,Silver,27,112.553,132.464,NULL,nicholas adcock,Bronze,57,114.256,123.235,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,james allen,Gold,35,105.735,117.502,NULL,julien canal,Silver,40,105.479,110.611,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,james allen,Gold,35,105.735,117.502,NULL,william stevens,Platinum,50,104.569,117.895,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,65,LMP2,Panis Racing,Oreca 07 - Gibson,ORECA,julien canal,Silver,40,105.479,110.611,NULL,william stevens,Platinum,50,104.569,117.895,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,7,LMP3,Nielsen Racing,Ligier JS P320 - Nissan,Ligier,anthony wells,Bronze,56,114.328,123.555,NULL,colin noble,Gold,62,111.962,121.14,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,8,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,david droux,Gold,56,111.014,120.754,NULL,eric trouillet,Bronze,35,112.693,127.557,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,8,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,david droux,Gold,56,111.014,120.754,NULL,"sébastien page",Bronze,27,113.452,120.037,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,8,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,eric trouillet,Bronze,35,112.693,127.557,NULL,"sébastien page",Bronze,27,113.452,120.037,NULL
elms,2021,Paul Ricard,2021-06-06 11:00:00,9,LMP3,Graff,Ligier JS P320 - Nissan,Ligier,matthias kaiser,Silver,62,113.113,123.671,NULL,rory penttinen,Bronze,56,112.812,122.44,NULL
elms,2021,Monza,2021-07-11 11:00:00,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,david hauser,Silver,31,107.709,116.518,NULL,gary hauser,Silver,37,107.382,119.857,NULL
elms,2021,Monza,2021-07-11 11:00:00,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,david hauser,Silver,31,107.709,116.518,NULL,tom cloet,Bronze,49,108.690,131.905,NULL
elms,2021,Monza,2021-07-11 11:00:00,12,LMP3,Racing Experience,Duqueine M30 - D08 - Nissan,Duqueine,gary hauser,Silver,37,107.382,119.857,NULL,tom cloet,Bronze,49,108.690,131.905,NULL
